ID,Source PDF,Text Chunk,Relevant to UPSC,GS Paper,Syllabus Topic,Cruz
UPSC_0012_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"Rahman from its squad, and this move un- leashed a catastrophic domino eﬀect on the championship. The omission was seen as a reac- tion to the assault against Hindus in Bangladesh. What India did not bargain for was the ﬁery reaction from Dhaka. The Bangladesh Cricket Board cited security concerns and requested the International Cricket Council (ICC) to shift its four early games away from India. ...",True,GS3,"Infrastructure: Energy, Ports, Roads, Airports, Railways etc.","The shift from 'molecules to electrons' in industrial energy use represents a significant transformation in global energy infrastructure, with China leading the way. This transition highlights the strategic importance of electrification in enhancing industrial competitiveness, reducing carbon emissions, and ensuring energy security. For India, the challenge lies in increasing the share of 'green electrons' in its industrial energy mix to avoid potential trade penalties like the EU's Carbon Border Adjustment Mechanism. This development is crucial for India's energy policy, as it aligns with sustainable development goals and the need for a robust industrial policy that integrates renewable energy sources."
UPSC_0012_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"Rahman from its squad, and this move un- leashed a catastrophic domino eﬀect on the championship. The omission was seen as a reac- tion to the assault against Hindus in Bangladesh. What India did not bargain for was the ﬁery reaction from Dhaka. The Bangladesh Cricket Board cited security concerns and requested the International Cricket Council (ICC) to shift its four early games away from India. ...",True,GS3,Science and Technology- developments and their applications and effects in everyday life.,"The evolution of the AI industry from infrastructure investment to application-driven profitability marks a pivotal shift in technological development. The focus on AI applications, particularly in sectors like healthcare, law, and finance, underscores the importance of integrating AI into practical workflows to achieve economic viability. This transition raises critical issues around competition, intellectual property, and privacy, necessitating thoughtful regulatory frameworks. For UPSC, this topic is relevant for understanding the implications of AI on economic growth, ethical considerations in technology, and the role of policy in fostering innovation while safeguarding public interest."
UPSC_0012_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"Rahman from its squad, and this move un- leashed a catastrophic domino eﬀect on the championship. The omission was seen as a reac- tion to the assault against Hindus in Bangladesh. What India did not bargain for was the ﬁery reaction from Dhaka. The Bangladesh Cricket Board cited security concerns and requested the International Cricket Council (ICC) to shift its four early games away from India. ...",False,Not Applicable,Not Applicable,Not Applicable
UPSC_0013_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"and business information. Policymakers should not hurry into strict regulations. The application layer needs room to experiment, fail and improve until it ﬁnds product-market ﬁt. But still, rules about competition, especially reviews of acquisitions that prevent big companies from buying and shutting down potential rivals, are important. The trend of acqui-hires (where startups are bought mainly f...",True,GS2,"Parliament and State legislatures—structure, functioning, conduct of business, powers & privileges and issues arising out of these.","The controversy surrounding the misuse of MPLADS funds by certain MPs highlights critical governance issues related to the accountability and transparency of public fund utilization. The MPLADS scheme, which allows MPs to recommend developmental projects in their constituencies, is under scrutiny for potential misuse across state boundaries, raising questions about its alignment with its core objectives. This situation underscores the need for stringent oversight mechanisms and transparent reporting to ensure that public funds are used effectively and equitably. The debate also touches upon the broader issue of decentralization and the role of MPs in local development, which is a significant aspect of parliamentary governance and public administration."
UPSC_0013_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"and business information. Policymakers should not hurry into strict regulations. The application layer needs room to experiment, fail and improve until it ﬁnds product-market ﬁt. But still, rules about competition, especially reviews of acquisitions that prevent big companies from buying and shutting down potential rivals, are important. The trend of acqui-hires (where startups are bought mainly f...",True,GS2,India and its neighborhood- relations.,"The reduction of tariffs by the U.S. on Indian goods, amidst complex geopolitical dynamics, reflects the intricate nature of international trade relations and economic diplomacy. This development is significant in the context of India's strategic trade agreements with other global powers, such as the European Union, and highlights the balancing act required in foreign policy to maintain favorable trade terms while navigating political pressures. The situation illustrates the challenges of bilateral negotiations and the importance of strategic restraint and clarity in international relations, which are crucial for maintaining India's economic interests and sovereignty."
UPSC_0013_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"and business information. Policymakers should not hurry into strict regulations. The application layer needs room to experiment, fail and improve until it ﬁnds product-market ﬁt. But still, rules about competition, especially reviews of acquisitions that prevent big companies from buying and shutting down potential rivals, are important. The trend of acqui-hires (where startups are bought mainly f...",False,Not Applicable,Not Applicable,Not Applicable
UPSC_0013_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"and business information. Policymakers should not hurry into strict regulations. The application layer needs room to experiment, fail and improve until it ﬁnds product-market ﬁt. But still, rules about competition, especially reviews of acquisitions that prevent big companies from buying and shutting down potential rivals, are important. The trend of acqui-hires (where startups are bought mainly f...",True,GS1,"Salient features of Indian Society, Diversity of India.","The BJP's struggle to gain a foothold in Tamil Nadu, despite the state's rich religious and cultural heritage, underscores the complex interplay between religion, politics, and social identity in India. The state's socio-religious traditions, deeply rooted in anti-Brahmin sentiments and diverse sectarian identities, present a unique challenge to the homogenizing political narratives often associated with Hindutva. This scenario highlights the importance of understanding regional cultural dynamics and the historical context of social movements, such as the Dravidian movement, in shaping political landscapes. It also reflects the broader theme of how cultural diversity influences political strategies and electoral outcomes in India."
UPSC_0014_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"lines this fragmentation. The antagonism between Shaivites and Vaishnavites has been no less intense. The Dravidian movement itself has its roots in the histor- ical conﬂict between Brah- mins and Vellalas. The Vella- las, a land-holding community with expertise in agriculture, were predominantly Shaivites. The intellectual foundation of the Dravidian movement was laid largely by educated Vella- l...",True,GS1,Post-independence consolidation and reorganization within the country,"The historical and socio-political dynamics of Tamil Nadu, particularly the Dravidian movement, illustrate the complex interplay between caste, religion, and politics. The Dravidian movement's roots in anti-Brahmin sentiment and its evolution through parties like DMK and AIADMK highlight the region's unique political landscape. This has implications for understanding regional political identity and resistance to national parties like the BJP, which struggles to penetrate due to its perceived alignment with Brahminical Hinduism. This case study connects to the UPSC syllabus by examining how historical social movements shape contemporary political structures and identities in India."
UPSC_0014_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"lines this fragmentation. The antagonism between Shaivites and Vaishnavites has been no less intense. The Dravidian movement itself has its roots in the histor- ical conﬂict between Brah- mins and Vellalas. The Vella- las, a land-holding community with expertise in agriculture, were predominantly Shaivites. The intellectual foundation of the Dravidian movement was laid largely by educated Vella- l...",True,GS2,"Functions and responsibilities of the Union and the States, issues and challenges pertaining to the federal structure","The 16th Finance Commission's recommendations on vertical devolution highlight ongoing tensions in India's federal structure. By maintaining the devolution rate at 41% and allowing the Centre to increase revenue through cesses and surcharges, the Commission prioritizes central fiscal needs over state demands. This raises questions about fiscal federalism and the equitable distribution of resources, as states argue for a larger share to meet their constitutional responsibilities. The situation underscores the need for a balanced approach to fiscal policy that respects state autonomy while addressing national priorities, a critical issue for governance and federal relations in India."
UPSC_0014_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"lines this fragmentation. The antagonism between Shaivites and Vaishnavites has been no less intense. The Dravidian movement itself has its roots in the histor- ical conﬂict between Brah- mins and Vellalas. The Vella- las, a land-holding community with expertise in agriculture, were predominantly Shaivites. The intellectual foundation of the Dravidian movement was laid largely by educated Vella- l...",True,GS3,Science and Technology- developments and their applications and effects in everyday life,"India's space program, as reflected in the recent budget allocations, is at a crossroads between state-led initiatives and the need for structural reforms to boost private sector participation. Despite significant budget increases, the lack of incentives like a Production Linked Incentive (PLI) scheme for space-grade components and rationalized GST rates for satellite launches indicates a gap between policy rhetoric and implementation. This situation highlights the challenges in transitioning from a government-dominated space sector to a more competitive, private-led industry, which is crucial for technological advancement and economic growth in the space domain."
UPSC_0014_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"lines this fragmentation. The antagonism between Shaivites and Vaishnavites has been no less intense. The Dravidian movement itself has its roots in the histor- ical conﬂict between Brah- mins and Vellalas. The Vella- las, a land-holding community with expertise in agriculture, were predominantly Shaivites. The intellectual foundation of the Dravidian movement was laid largely by educated Vella- l...",False,Not Applicable,Not Applicable,Not Applicable
UPSC_0014_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"lines this fragmentation. The antagonism between Shaivites and Vaishnavites has been no less intense. The Dravidian movement itself has its roots in the histor- ical conﬂict between Brah- mins and Vellalas. The Vella- las, a land-holding community with expertise in agriculture, were predominantly Shaivites. The intellectual foundation of the Dravidian movement was laid largely by educated Vella- l...",False,Not Applicable,Not Applicable,Not Applicable
UPSC_0014_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"lines this fragmentation. The antagonism between Shaivites and Vaishnavites has been no less intense. The Dravidian movement itself has its roots in the histor- ical conﬂict between Brah- mins and Vellalas. The Vella- las, a land-holding community with expertise in agriculture, were predominantly Shaivites. The intellectual foundation of the Dravidian movement was laid largely by educated Vella- l...",False,Not Applicable,Not Applicable,Not Applicable
UPSC_0015_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"make Indian space manufacturing globally competitive. As articulated in pre-budget memoranda submitted by SIA-India and ISpA to the Ministry, the sector desperately needs a Production Linked Incentive (PLI) scheme for space-grade components, echoing the success seen in the mobile manufacturing sector. They further recommended rationalising GST rates for satellite launches to lower entry barriers. ...",True,GS3,"Awareness in the fields of Space, Achievements of Indians in science & technology; indigenization of technology and developing new technology.","The article highlights the challenges faced by India's private space sector due to the lack of supportive fiscal policies in the 2026-2027 Union Budget. Despite the government's ambition to increase India's share in the global space market, the absence of a Production Linked Incentive (PLI) scheme for space-grade components and the failure to rationalize GST rates for satellite launches hinder competitiveness. The lack of 'critical infrastructure' status for the space sector further exacerbates financial constraints, limiting access to low-cost capital. This situation underscores the disconnect between policy rhetoric and financial realities, affecting India's technological indigenization and innovation potential. For UPSC, this connects to the need for policy reforms to foster a robust space economy, aligning with GS3 topics on technology and economic development."
UPSC_0016_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"indication, the government seems to be turning the tanker. The FY2027 defence budget, hovering near the substantial ₹8 lakh crore mark, has the potential to meet the demands of a rapidly modernising military force and an expanding domestic defence industry. The capital outlay The absolute ﬁgures are robust. The total Ministry of Defence (MoD) expenditure has touched a historic high, nearing ₹7,84,...",True,GS3,Security challenges and their management in border areas; linkages of organized crime with terrorism,"The FY2027 defence budget marks a significant shift in India's defense policy, emphasizing modernization and domestic production amid geopolitical tensions. With a record allocation nearing ₹8 lakh crore, the budget reflects a strategic pivot towards enhancing military capabilities and supporting the Aatmanirbhar Bharat initiative. The increased capital outlay, rising to 27.9% of the total defense budget, highlights a focus on acquiring advanced technologies and replenishing war reserves, especially in light of recent conflicts and the institutionalization of Emergency Procurement. This development is crucial for UPSC aspirants to understand the intersection of fiscal policy, national security, and defense industrial policy, as it reflects India's strategic priorities in a volatile regional environment."
UPSC_0016_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"indication, the government seems to be turning the tanker. The FY2027 defence budget, hovering near the substantial ₹8 lakh crore mark, has the potential to meet the demands of a rapidly modernising military force and an expanding domestic defence industry. The capital outlay The absolute ﬁgures are robust. The total Ministry of Defence (MoD) expenditure has touched a historic high, nearing ₹7,84,...",True,GS2,Separation of powers between various organs dispute redressal mechanisms and institutions,"The petition challenging the imposition of President's Rule in Manipur and the dissolution of the state's legislative assembly raises important constitutional questions about the separation of powers and the role of the Governor. The case involves the interpretation of Article 174 of the Constitution, which mandates the convening of the assembly within six months. This situation underscores the tension between executive decisions and legislative autonomy, providing a critical lens for examining governance and constitutional provisions in the context of state emergencies. For UPSC, this highlights the importance of understanding constitutional safeguards and the balance of power in federal structures."
UPSC_0017_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"the violation of Article 174(1)”. Meanwhile, the Kang- pokpi District Internally Displaced Welfare Com- mittee rejected the March 31 deadline for the resettle- ment of the internally dis- placed persons, calling it unrealistic and unworka- ble in the absence of basic infrastructure. Manipur House must be dissolved: Cong. leader State Congress president moves HC against the ‘unconstitutional acts’ ...",True,GS2,"Separation of powers between various organs, dispute redressal mechanisms and institutions","The issue of the Manipur House dissolution and the alleged violation of Article 174(1) raises significant constitutional questions about the separation of powers and the role of the Governor. Article 174(1) mandates the Governor to summon the House at least once every six months. The controversy involves the interpretation of constitutional provisions and the limits of gubernatorial powers, which are critical for understanding the checks and balances in Indian federalism. This case provides a contemporary context to analyze the constitutional framework governing state legislatures and the potential for executive overreach."
UPSC_0017_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"the violation of Article 174(1)”. Meanwhile, the Kang- pokpi District Internally Displaced Welfare Com- mittee rejected the March 31 deadline for the resettle- ment of the internally dis- placed persons, calling it unrealistic and unworka- ble in the absence of basic infrastructure. Manipur House must be dissolved: Cong. leader State Congress president moves HC against the ‘unconstitutional acts’ ...",True,GS2,Government policies and interventions for development in various sectors and issues arising out of their design and implementation,"The BJP's memorandum to the Governor of West Bengal regarding alleged harassment during the revision of electoral rolls highlights issues of electoral integrity and governance. This situation underscores the challenges in implementing electoral reforms and maintaining transparency and fairness in the electoral process. It also raises questions about the role of political parties and state machinery in influencing electoral outcomes, which is crucial for ensuring free and fair elections as a cornerstone of democratic governance."
UPSC_0017_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"the violation of Article 174(1)”. Meanwhile, the Kang- pokpi District Internally Displaced Welfare Com- mittee rejected the March 31 deadline for the resettle- ment of the internally dis- placed persons, calling it unrealistic and unworka- ble in the absence of basic infrastructure. Manipur House must be dissolved: Cong. leader State Congress president moves HC against the ‘unconstitutional acts’ ...",True,GS3,Security challenges and their management in border areas; linkages of organized crime with terrorism,"The Enforcement Directorate's action in West Bengal concerning the coal smuggling scam is a significant development in addressing organized crime and its economic implications. This case illustrates the nexus between illegal economic activities and governance challenges, highlighting the need for robust law enforcement and regulatory mechanisms. It also reflects on the broader implications for national security and economic stability, as such activities can fund other illicit operations, including terrorism."
UPSC_0017_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"the violation of Article 174(1)”. Meanwhile, the Kang- pokpi District Internally Displaced Welfare Com- mittee rejected the March 31 deadline for the resettle- ment of the internally dis- placed persons, calling it unrealistic and unworka- ble in the absence of basic infrastructure. Manipur House must be dissolved: Cong. leader State Congress president moves HC against the ‘unconstitutional acts’ ...",True,GS3,Science and Technology- developments and their applications and effects in everyday life,"The Supreme Court's scrutiny of WhatsApp and Meta regarding data privacy issues underscores the critical intersection of technology, privacy, and law. The court's concerns about data exploitation highlight the need for comprehensive data protection frameworks, such as the Digital Personal Data Protection Act, 2023. This case is pivotal for understanding the balance between technological advancements and individual rights, emphasizing the importance of regulatory measures in safeguarding privacy in the digital age."
UPSC_0017_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"the violation of Article 174(1)”. Meanwhile, the Kang- pokpi District Internally Displaced Welfare Com- mittee rejected the March 31 deadline for the resettle- ment of the internally dis- placed persons, calling it unrealistic and unworka- ble in the absence of basic infrastructure. Manipur House must be dissolved: Cong. leader State Congress president moves HC against the ‘unconstitutional acts’ ...",True,GS2,"Mechanisms, laws, institutions and Bodies constituted for the protection and betterment of vulnerable sections",The rising incidents of harassment against Kashmiris outside Jammu and Kashmir and the political response highlight the challenges in ensuring the safety and integration of vulnerable communities. This issue calls for an examination of the effectiveness of existing legal and institutional frameworks in protecting minority rights and addressing hate crimes. It also reflects on the role of state and central governments in fostering social harmony and the implications for national unity and security.
UPSC_0018_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"India amid uncertainties. In the past one year, In- dia has ﬁnalised trade agreements with the Euro- pean Union, the United Kingdom, Oman, New Zea- land, and the United States. The meeting, the ﬁrst of NDA MPs during the Bud- get Session, congratulated the newly elected BJP na- tional president, Nitin Na- bin, who was present. According to an MP who attended the meeting, Mr. Modi said India’s stre...",True,GS2,"Bilateral, regional and global groupings and agreements involving India and/or affecting India’s interests","The recent series of trade agreements between India and several developed nations, including the United States, highlights India's strategic diplomatic engagements amid global uncertainties. These agreements, particularly the India-U.S. tariff adjustments, reflect India's growing stature in international trade negotiations. However, the lack of formal documentation and clarity on the specifics of these deals raises concerns about transparency and the potential impact on domestic sectors like agriculture. This situation underscores the importance of balancing international trade benefits with safeguarding national economic interests, a critical aspect of India's foreign policy and economic strategy."
UPSC_0018_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"India amid uncertainties. In the past one year, In- dia has ﬁnalised trade agreements with the Euro- pean Union, the United Kingdom, Oman, New Zea- land, and the United States. The meeting, the ﬁrst of NDA MPs during the Bud- get Session, congratulated the newly elected BJP na- tional president, Nitin Na- bin, who was present. According to an MP who attended the meeting, Mr. Modi said India’s stre...",True,GS3,"Effects of liberalization on the economy, changes in industrial policy and their effects on industrial growth","The trade agreement between India and the U.S., which includes tariff reductions, is a significant development in the context of economic liberalization. While it promises to boost exports, particularly in sectors like seafood, it also raises concerns about the potential influx of subsidized U.S. agricultural products into India. This could adversely affect Indian farmers, highlighting the challenges of liberalization where benefits to exporters must be weighed against the risks to domestic industries. The situation calls for a nuanced approach to trade policy that ensures economic growth does not come at the expense of vulnerable sectors."
UPSC_0018_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"India amid uncertainties. In the past one year, In- dia has ﬁnalised trade agreements with the Euro- pean Union, the United Kingdom, Oman, New Zea- land, and the United States. The meeting, the ﬁrst of NDA MPs during the Bud- get Session, congratulated the newly elected BJP na- tional president, Nitin Na- bin, who was present. According to an MP who attended the meeting, Mr. Modi said India’s stre...",True,GS2,"Effect of policies and politics of developed and developing countries on India’s interests, Indian diaspora","The India-U.S. trade deal, particularly the aspect of reducing tariffs and the potential shift in oil import sources, reflects the complex interplay of international politics and economic interests. The U.S.'s influence in redirecting India's oil imports from Russia to possibly Venezuela raises questions about India's strategic autonomy in foreign policy decisions. This development is significant for understanding how global power dynamics and bilateral relations can impact national policy decisions, emphasizing the need for India to navigate these pressures while maintaining its strategic interests and economic sovereignty."
UPSC_0019_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"In- dia-U.S. trade deal does not impact the lives of Indian farmers. Speaking on the second day of the discussion in the Upper House on the Mo- tion to Thanks to President Droupadi Murmu for her address to Parliament, Op- position members ques- tioned the government ov- er the announcement of the deal by U.S. President Donald Trump and alleged that the Narendra Modi go- vernment succumbed to U.S. ...",True,GS2,India and its neighborhood- relations.,"The India-U.S. trade deal, announced by U.S. President Donald Trump, has sparked significant debate in the Indian Parliament. Opposition members have raised concerns about the potential impact on Indian farmers and the broader agricultural sector, questioning whether the Modi government has succumbed to U.S. pressure. This situation highlights the delicate balance in international trade negotiations, where economic benefits must be weighed against domestic sectoral impacts. For UPSC, this issue is relevant under GS2, focusing on India's international relations and trade policies. It requires an analysis of how such deals align with national interests, sovereignty, and the protection of vulnerable domestic sectors."
UPSC_0019_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"In- dia-U.S. trade deal does not impact the lives of Indian farmers. Speaking on the second day of the discussion in the Upper House on the Mo- tion to Thanks to President Droupadi Murmu for her address to Parliament, Op- position members ques- tioned the government ov- er the announcement of the deal by U.S. President Donald Trump and alleged that the Narendra Modi go- vernment succumbed to U.S. ...",True,GS2,"Appointment to various Constitutional posts, powers, functions and responsibilities of various Constitutional Bodies.","The potential impeachment motion against Chief Election Commissioner Gyanesh Kumar, as discussed by West Bengal Chief Minister Mamata Banerjee, underscores the constitutional processes involved in the removal of high-ranking officials. This situation raises questions about the independence and accountability of constitutional bodies like the Election Commission of India. For UPSC, this is pertinent under GS2, focusing on the appointment and removal processes of constitutional authorities. It invites an analysis of the checks and balances in place to ensure these bodies function impartially and the political dynamics that can influence such processes."
UPSC_0019_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"In- dia-U.S. trade deal does not impact the lives of Indian farmers. Speaking on the second day of the discussion in the Upper House on the Mo- tion to Thanks to President Droupadi Murmu for her address to Parliament, Op- position members ques- tioned the government ov- er the announcement of the deal by U.S. President Donald Trump and alleged that the Narendra Modi go- vernment succumbed to U.S. ...",True,GS2,Separation of powers between various organs dispute redressal mechanisms and institutions.,"The Supreme Court's recent trend of not confirming any death penalty sentences over the past three years highlights the judiciary's evolving stance on capital punishment. This development is significant in the context of the separation of powers and the role of the judiciary in safeguarding human rights. For UPSC, this issue is relevant under GS2, focusing on the judiciary's role in dispute resolution and upholding constitutional values. It prompts an analysis of the ethical and legal considerations surrounding the death penalty and the implications of judicial restraint in capital punishment cases."
UPSC_0020_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"at the sentencing stage. Despite clear guidelines laid down by the Supreme Court in Manoj vs State of Madhya Pradesh, which mandate psychological evaluations, prison con- duct reports, and mitiga- tion hearings — which were elevated to a fair trial right requirement in Vasanta Sampat Dupare vs Union of India — in 2025, nearly 95% of death sentences in 2025 were imposed without compliance. Sentenci...",True,GS2,"Separation of powers between various organs, dispute redressal mechanisms and institutions","The report highlights a critical governance issue regarding the non-compliance with Supreme Court guidelines in death penalty cases, specifically the lack of psychological evaluations and mitigation hearings. This raises concerns about the right to a fair trial, a constitutional mandate. The high rate of acquittals by the Supreme Court, despite numerous lower court death sentences, underscores systemic flaws in the judicial process. This situation demands an analysis of the effectiveness of judicial reforms and the need for stricter adherence to procedural safeguards, aligning with the UPSC focus on judicial accountability and the protection of fundamental rights."
UPSC_0020_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"at the sentencing stage. Despite clear guidelines laid down by the Supreme Court in Manoj vs State of Madhya Pradesh, which mandate psychological evaluations, prison con- duct reports, and mitiga- tion hearings — which were elevated to a fair trial right requirement in Vasanta Sampat Dupare vs Union of India — in 2025, nearly 95% of death sentences in 2025 were imposed without compliance. Sentenci...",True,GS2,Issues relating to poverty and hunger,"The potential impact of reduced Official Development Assistance (ODA) on global health, particularly in low- and middle-income countries, is a pressing international issue. The study warns of millions of additional deaths due to cuts in aid, highlighting the ethical and humanitarian dimensions of international relations. This situation calls for an examination of the role of international aid in achieving Sustainable Development Goals (SDGs), particularly in health and poverty alleviation. It also raises questions about the responsibility of developed nations in supporting global health initiatives, a key area of interest in international relations and ethical governance."
UPSC_0020_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"at the sentencing stage. Despite clear guidelines laid down by the Supreme Court in Manoj vs State of Madhya Pradesh, which mandate psychological evaluations, prison con- duct reports, and mitiga- tion hearings — which were elevated to a fair trial right requirement in Vasanta Sampat Dupare vs Union of India — in 2025, nearly 95% of death sentences in 2025 were imposed without compliance. Sentenci...",True,GS2,Welfare schemes for vulnerable sections of the population by the Centre and States and the performance of these schemes,"The enumeration of waste-pickers under the NAMASTE scheme reveals significant socio-economic data, with a majority belonging to SC, ST, and OBC communities. This initiative aims to formalize and improve the working conditions of these marginalized groups, addressing issues of social justice and economic inequality. Analyzing the implementation and impact of such welfare schemes is crucial for understanding their role in empowering vulnerable sections and promoting inclusive growth. This aligns with the UPSC focus on evaluating government schemes and their effectiveness in addressing social disparities."
UPSC_0020_20260213,TH Delhi 04-02-2026 (1) (1).pdf,"at the sentencing stage. Despite clear guidelines laid down by the Supreme Court in Manoj vs State of Madhya Pradesh, which mandate psychological evaluations, prison con- duct reports, and mitiga- tion hearings — which were elevated to a fair trial right requirement in Vasanta Sampat Dupare vs Union of India — in 2025, nearly 95% of death sentences in 2025 were imposed without compliance. Sentenci...",False,Not Applicable,Not Applicable,Not Applicable
UPSC_0021_20260213,TH Delhi 04-02-2026 (1) (1).pdf,. . . . 20.60 HDFC Life. . . . . . . . . . . . . . . . . .. . . . . . . . . 720.15. . . . . . . . . . . . 2.65 Hindalco . . . . . . . . . . . . . . . . . . .. . . . . . . . . 955.30. . . . . . . . . . 24.80 Hind Unilever . . . . . . . . . . .. . . . . . . 2368.60. . . . . . . . . . 11.30 ICICI Bank. . . . . . . . . . . . . . . . .. . . . . . . 1389.70. . . . . . . . . . 36.90 IntGlobeAvi. . . . . ...,True,GS2,India and its neighborhood- relations,"India and Bhutan's decision to strengthen cooperation in the power sector, particularly through the commercial optimization of the Punatsangchhu-II Hydroelectric Project, highlights the strategic importance of energy diplomacy in India's neighborhood relations. This development aligns with India's broader foreign policy objectives of fostering regional stability and economic integration. For UPSC aspirants, this case offers insights into the practical application of bilateral agreements in energy cooperation, showcasing how such collaborations can enhance mutual benefits and regional connectivity. It also underscores the role of energy security in diplomatic relations, a critical aspect of India's foreign policy strategy."
UPSC_0021_20260213,TH Delhi 04-02-2026 (1) (1).pdf,. . . . 20.60 HDFC Life. . . . . . . . . . . . . . . . . .. . . . . . . . . 720.15. . . . . . . . . . . . 2.65 Hindalco . . . . . . . . . . . . . . . . . . .. . . . . . . . . 955.30. . . . . . . . . . 24.80 Hind Unilever . . . . . . . . . . .. . . . . . . 2368.60. . . . . . . . . . 11.30 ICICI Bank. . . . . . . . . . . . . . . . .. . . . . . . 1389.70. . . . . . . . . . 36.90 IntGlobeAvi. . . . . ...,True,GS3,"Indian Economy and issues relating to planning, mobilization, of resources, growth, development and employment","The government's commitment to minimizing import dependence through 'Make in India' initiatives, exemplified by the MoU between Adani Defence & Aerospace and Leonardo, reflects a strategic shift towards self-reliance in the defense manufacturing sector. This aligns with the broader economic policy of enhancing domestic capabilities and reducing foreign dependency. For UPSC, this development is significant as it ties into economic reforms aimed at boosting indigenous production, creating employment, and fostering technological advancements. It also raises questions about the balance between global partnerships and national interests in the context of defense and economic policy."
UPSC_0021_20260213,TH Delhi 04-02-2026 (1) (1).pdf,. . . . 20.60 HDFC Life. . . . . . . . . . . . . . . . . .. . . . . . . . . 720.15. . . . . . . . . . . . 2.65 Hindalco . . . . . . . . . . . . . . . . . . .. . . . . . . . . 955.30. . . . . . . . . . 24.80 Hind Unilever . . . . . . . . . . .. . . . . . . 2368.60. . . . . . . . . . 11.30 ICICI Bank. . . . . . . . . . . . . . . . .. . . . . . . 1389.70. . . . . . . . . . 36.90 IntGlobeAvi. . . . . ...,True,GS3,"Effects of liberalization on the economy, changes in industrial policy and their effects on industrial growth","The reduction of tariffs to 18% on textile and apparel exports to the U.S. is expected to revive orders and investments, highlighting the impact of trade policy on industrial growth. This tariff adjustment is a response to declining exports, demonstrating how international trade policies can influence domestic industries. For UPSC, this scenario provides a case study on the effects of liberalization and trade agreements on economic sectors. It underscores the importance of adaptive trade policies in sustaining industrial growth and competitiveness in the global market, a critical aspect of India's economic strategy."
UPSC_0021_20260213,TH Delhi 04-02-2026 (1) (1).pdf,. . . . 20.60 HDFC Life. . . . . . . . . . . . . . . . . .. . . . . . . . . 720.15. . . . . . . . . . . . 2.65 Hindalco . . . . . . . . . . . . . . . . . . .. . . . . . . . . 955.30. . . . . . . . . . 24.80 Hind Unilever . . . . . . . . . . .. . . . . . . 2368.60. . . . . . . . . . 11.30 ICICI Bank. . . . . . . . . . . . . . . . .. . . . . . . 1389.70. . . . . . . . . . 36.90 IntGlobeAvi. . . . . ...,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0021_20260213,TH Delhi 04-02-2026 (1) (1).pdf,. . . . 20.60 HDFC Life. . . . . . . . . . . . . . . . . .. . . . . . . . . 720.15. . . . . . . . . . . . 2.65 Hindalco . . . . . . . . . . . . . . . . . . .. . . . . . . . . 955.30. . . . . . . . . . 24.80 Hind Unilever . . . . . . . . . . .. . . . . . . 2368.60. . . . . . . . . . 11.30 ICICI Bank. . . . . . . . . . . . . . . . .. . . . . . . 1389.70. . . . . . . . . . 36.90 IntGlobeAvi. . . . . ...,False,Not Applicable,Not Applicable,Not Applicable
