ID,Source PDF,Text Chunk,Chunk Word Count,Chunk Char Count,Relevant to UPSC,GS Paper,Syllabus Topic,Crux
UPSC_0061_0_20260213,Bollywood-Town-February-2026 (4).pdf,". During my research and interactions with consumers, I EMERGINGEMERGING STARSTAR Verma Asrani Raju Unnaatii Name: Model Photographer: 32 • BOLLYWOOD TOWN • February 2026 www.bollywoodtown.in February in Mumbai unfolds with a softer warmth and a subtle sense of romance The days grow sunnier, the evenings gentler — making it a month of effortless transitions and reﬁned comfort. Fabrics that Feel Airy with a Polished Touch Lean into breathable cottons, light silks, satin blends, modal knits, and soft linens — fabrics that move easily with the body while staying crisp through longer, sun-lit days. Hues that Feel Fresh & Feminine Introduce warm pastels and sun-washed tones - blush pink, butter yellow, soft peach, pistachio, sky blue, sand, and warm ivory - gentle colours that reﬂect February's lightness and charm",129,820,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0062_0_20260213,Bollywood-Town-February-2026 (4).pdf,". Silhouettes that Feel Fluid yet Deﬁned Relaxed tailoring takes centre stage wide-leg trousers, wrap dresses, breezy co-ords, asymmetrical hemlines, belted midis, and softly structured jumpsuits that balance ease with elegance. Layers that Feel Light & Intentional Think cropped jackets, lightweight blazers, sheer overlays, soft shrugs, and breezy waistcoats layersSeerat Kapoor's temple jewellery & that add interest without adding weight. Footwear that Feels Chic & Easy Strappy ﬂats, elegant sandals, kitten heels, balletBanarasi saree fusion screams royalty ﬂats, and sleek loafers footwear that complements ACTRESS Seerat Kapoor recently jewellery and neckline. The styling was movement while keeping the look city-ready. Beauty that Feels Sun-Kissed & Soft turned heads in a luxurious Banarasi saree curated by Anahita",116,826,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0063_0_20260213,Bollywood-Town-February-2026 (4).pdf,". Beauty that Feels Sun-Kissed & Soft turned heads in a luxurious Banarasi saree curated by Anahita. Fresh skin with a hint of glow, peach or rose blush, from Sri Krishna Silk, proving once again The shoot, lensed by Pixel Sight98 at softly deﬁned eyes, brushed brows, and glossy lips that the six-yard classic never goes out of The Park Hotel, Vizag, embraced a in nude-pink or coral beauty that feels effortless and style. The rich mustard yellow saree, festive yet cultural mood—complete with luminous. highlighted with delicate ﬂoral work and architectural accents, ﬂorals and warm February in Mumbai is about graceful ease, paired with a contrasting deep red blouse, lighting that elevated the visual story. lighter layers, warmer hues, ﬂuid silhouettes, reﬂected heritage elegance with modern Sharing a bunch of pictures on her polish",135,840,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0064_0_20260213,Bollywood-Town-February-2026 (4).pdf,". The saree reportedly comes at a social media, Seerat captioned: and a quiet conﬁdence that feels fresh, modern, premium price of ₹36,000, cementing its “Deewani Mastani Ho Gayi… and romantic. aspirational appeal. Woh bhagwan ke aage jhukti hai, Adding cultural depth to the look, Seerat duniya ke aage nahi.Uske ghar ko chhua STYLING TIPS BY ALICE KAKANI. accessorized with traditional temple toh Rani nahi, Devi milegi. Samjhe? NIF GLOBAL ANDHERI BANDRA THANE jewellery, featuring a statement necklace Woven in the language of Queens and [Andheri] 98202 37151 and jhumkas that enhanced the outﬁt Goddesses! …. This classic Banaras sari [Bandra] 88280 02397 without overwhelming it",106,683,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0065_0_20260213,Bollywood-Town-February-2026 (4).pdf,". This classic Banaras sari [Bandra] 88280 02397 without overwhelming it. from Sri Krishna Silk, paired with temple [Thane] 98201 51114 Her beauty look carried a clean soft- jewellery; felt like a sacred union of www.ishaneducation.com glam aesthetic by Krisha, with dewy skin, heritage, power and timeless beauty …” warm eyes, ﬂuttery lashes and a rose-nude With this look, Seerat Kapoor makes a Courtesy: lip — ﬁnished with a tiny red bindi. Hair strong case for why classical weaves and and draping were executed by Neelima, heritage textiles continue to rule the who opted for a neat updo with soft fashion landscape — stylish, relevant and framing pieces to keep attention on the undeniably camera-ready. -BTNN www.bollywoodtown.in 33 • BOLLYWOOD TOWN • February 2026 SmallSmall ScreenScreen TV, Web Series & Music Videos Priya Malik on change and ﬁnding peace in life PRIYA Malik, who was seen in herself again. reﬂects outside,” she says",153,944,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0066_0_20260213,Bollywood-Town-February-2026 (4).pdf,". reﬂects outside,” she says. From anger Bigg Boss 9, says she has changed a Today, Priya says she is in a happy to calmness, she feels life has shaped lot since the show. Known earlier for space. “Whatever you are inside her in the best way. -BTNN her strong and loud personality, the actor and poet feels life has taught her calm and patience. Talking about her time inside the Bigg Boss house, Priya says the pressure was very high. “There were cameras everywhere. You wanted to be noticed all the time. That pressure brings out your real side,” she says. According to her, the show does not create drama but shows what a person really is. Priya admits she used to get angry very quickly during the show. “I was not wrong, but I was always angry. Now I am not that person,” she shares. She believes growth is important. “If you are not becoming a better human being with time, something is wrong,” she adds. She also cleared that there is no bad feeling with Prince Narula today",181,981,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0067_0_20260213,Bollywood-Town-February-2026 (4).pdf,". She also cleared that there is no bad feeling with Prince Narula today. “We have met many times after the show. We have all grown,” she says, adding that people change with life experience. After Bigg Boss, Priya worked in television shows like Nazar and Savitri Devi Hospital. Though she enjoyed acting, she realised daily television was not her calling due to long working hours. Poetry slowly became her main strength. Her poem Looking for 1999 in 2019 connected strongly with people and went viral on social media. The poem came from her personal journey of missing her childhood and searching for 34 • BOLLYWOOD TOWN • February 2026 www.bollywoodtown.in Anupamaa actress Adrija Roy gets engaged to Vignuesh Iyer in a dreamy south Indian ceremony ANUPAMAA actress Adrija Adrija looked absolutely stunning wishes from everyone present. Roy has started a beautiful new on her big day. She wore a classic red Adrija, who is loved by the audience chapter in her life",163,968,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0068_0_20260213,Bollywood-Town-February-2026 (4).pdf,". She wore a classic red Adrija, who is loved by the audience chapter in her life. The talented South Indian saree that perfectly for her role in Anupamaa, has always actress recently got engaged to her matched the beauty of the ceremony. kept her personal life away from the longtime partner, Vignuesh Iyer, in a Her look was completed with spotlight. This is why fans were lovely and intimate South Indian traditional jewellery, subtle makeup, pleasantly surprised and very happy to style ceremony on 25th January. The and a graceful smile that showed her see glimpses from her engagement. engagement took place at Vignuesh's happiness clearly. Many fans on Soon after the news came out, farmhouse, surrounded by close social media praised her elegant and congratulatory messages started family members and a few dear natural look, calling her a “real-life pouring in from fans and fellow actors friends. princess.” from the television industry",154,946,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0069_0_20260213,Bollywood-Town-February-2026 (4).pdf,". princess.” from the television industry. The ceremony was simple, warm, Vignuesh Iyer also looked This intimate celebration marked the and full of love. Instead of a grand handsome in traditional attire and beginning of a new journey for Adrija party, the couple chose to celebrate stayed close to Adrija throughout the and Vignuesh. Their engagement was their special day in a private and ceremony. The love and comfort not just about beautiful clothes or peaceful way. The farmhouse was between the two were clearly visible, decorations, but about love, respect, decorated with soft ﬂowers and making the moment even more and togetherness. Fans are now eagerly traditional elements, giving the entire special. Their engagement rituals waiting to know more about their event a calm and dreamy South were done in a traditional way, with wedding plans and wishing the couple Indian vibe. blessings from elders and warm a lifetime full of happiness and love",155,957,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0070_0_20260213,Bollywood-Town-February-2026 (4).pdf,". blessings from elders and warm a lifetime full of happiness and love. www.bollywoodtown.in 35 • BOLLYWOOD TOWN • February 2026 Believe in organizing things and making plans: Shivangi Verma SHIVANGI Verma, who is known for her performance in shows like Tera Ishq Mera Fitoor and Choti Sarrdaarni and web series like Yeh Hai Sanak, believes that though life is unpredictable, planning can help one handle any situation. She said, ""In life, everything is unpredictable; that is true. But I think everything depends on planning. I believe in organizing things and making plans. I am not an impulsive person, which is why I do not postpone my goals or my happiness and hobbies."" ""I live in the present while thinking about the future, and of course I never forget my past. So I feel everything goes together and side by side, and I think it is a good balance,"" she added. She understands that we all have limited time on earth, and it should be spent doing things one loves",170,970,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0071_0_20260213,Bollywood-Town-February-2026 (4).pdf,". She said, ""I think we should do what we like and plan things accordingly, live our lives to the fullest, be happy, and take care of our health. That is all we can do, because we cannot run away from the fact that our time is limited."" ""Many people, especially our parents and grandparents, always say that we should live for our children. But I am not married yet, and I do not have kids, so right now I am living for myself. You never know what will happen in the future,"" she added. While a lot of people have to worry about food, clothes, and home, Shivangi feels blessed to have it all. She said, ""I am glad that I made a home for myself, for my parents, and for our future together. Lately, I have started taking care of my everything else. She said, ""For that, I go my life, and I am ready for it. In fact, it health too."" to spas or salons, or to my favorite stress- gives me more enthusiasm to work for my She credits her family for her success. buster place, Goa",191,973,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0072_0_20260213,Bollywood-Town-February-2026 (4).pdf,". buster place, Goa. I just lie down on the dreams. There was competition in school, She further said, ""I am not married yet, beach there, or I go to the gym and work in tuition, in college, among friends, and but I will get married in the future. My out a bit. I think we all should try this even in family. So there is always career is going well; I am getting success; because it really works."" competition—healthy competition."" I have a name and some fame too—not ""I do not always prioritize my health, ""Sometimes it even becomes bad. But too much, but I am satisﬁed."" and this is where I lack. So I think we now I have become immune to it, and I She is happy and content and said, ""At should do it, especially considering what believe that is why I am able to deal with least whatever I am doing is clean and is happening around us. We should take it. If there is no competition, everything honest, and I am very proud of what I am care of our health,"" she added. will become very boring",193,992,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0073_0_20260213,Bollywood-Town-February-2026 (4).pdf,". will become very boring. And I think I doing. I have peace and happiness as The actress also spoke about have never lived a life where I was doing well."" competition and said, ""Since the time I nothing. Every day, I am busy with And she prioritizes her me-time over was born, there has been competition in something,"" Shivangi ended. -BTNN 36 • BOLLYWOOD TOWN • February 2026 www.bollywoodtown.in Sumbul Touqeer wins hearts with “Aaj Sach Bolungi” SUMBUL Touqeer's new song “Aaj Sach Bolungi” is getting a very warm and positive response from the audience. Ever since the song was released, fans have been sharing their thoughts on social media and praising her for her honest and emotional performance. Many people feel that the song is simple, real, and very relatable. The lyrics talk about speaking the truth, standing up for yourself, and not hiding your feelings anymore. Because of this, a lot of listeners, especially young people, say they can connect deeply with the message of the song",170,998,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0074_0_20260213,Bollywood-Town-February-2026 (4).pdf,". Some fans even wrote that the song feels like their own story. The song is very special for Sumbul in many ways. “Aaj Sach Bolungi” is sung by Sumbul herself along with her sister Saniya Touqeer. The song is written by her father, Touqeer Khan, which makes it a beautiful family collaboration ﬁlled with emotions and honesty. Sumbul's acting in the music video is also being loved a lot. Viewers are saying that her expressions look natural and full of emotion. She does not overdo anything, and that makes her performance more powerful. Many comments online mention that she has grown a lot as an artist and is becoming more conﬁdent with every project. Apart from acting, people are also appreciating her courage to choose a song with such a strong message. In an family's work and my own voice",141,798,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0075_0_20260213,Bollywood-Town-February-2026 (4).pdf,". In an family's work and my own voice. I am viewers have also said that the song industry where many songs focus only really thankful to everyone who is helped them feel stronger during a on glamour or romance, “Aaj Sach feeling the emotions behind it. When diﬃcult time in their life. Bolungi” stands out because of its people say they see their own story in Overall, the response to “Aaj Sach honesty and emotional depth. Fans feel this song, it means everything to me.” Bolungi” has been very encouraging for that it sends a positive message about On platforms like Instagram, Sumbul Touqeer. With this song, she self-respect and inner strength. YouTube, and X (Twitter), the song is has not only entertained people but also Talking about the love the song is being shared widely",137,783,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0076_0_20260213,Bollywood-Town-February-2026 (4).pdf,". Fan pages are touched many hearts, proving once getting, Sumbul shared, “This song is posting clips, emotional scenes, and again that meaningful stories always very close to my heart because it is my meaningful lines from the song. Some ﬁnd their way to the audience. -BTNN www.bollywoodtown.in 37 • BOLLYWOOD TOWN • February 2026 Khoja Dr. Vastu Shashtri STAR Astrologer, GUJARAT MUMBAI FORECAST Cell: +91-7416161603 FEBRUARY 2026 MESHA (ARIES) A, La, E SINHA (LEO) Ma, Ta, T DHAN (SAGITTARIUS) Bha, Dha, Fa, Dh This will be a good month for Aries This month will be problematic for You are already doing great as of on various fronts. A trip is possible. Leo because of their wives. Small now, and this month will be your You may go out, and it is possible disputes are possible in the family. best month. So, there are no that you will also get money while So, respect your wife and give her remedies for you. And in the best going out. So, you should have no slippers to wear",176,981,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0077_0_20260213,Bollywood-Town-February-2026 (4).pdf,". And in the best going out. So, you should have no slippers to wear. She should wear it. way, you will progress in your worries. This is a very good month The most important thing is that you business this month. Your position for you, so travel safe and achieve should not walk barefoot. Keep 600 may change. There may be a what you wish to achieve out of this grams of milk in the temple. This promotion this month. There is a lot. journey. Overall, this will be a happy will be your remedy. Otherwise, this You will spend quality time with month for you on personal and month will be one of the ﬁnest your spouse. Overall, this will be a professional front. month for you. good month on every front. VRISABH (TAURUS) Ba, Va, U KANYA (VIRGO) Pa, Tha, Ana MAKARA (CAPRICORN) Kha, Ju This one month's future tells us that This month will be very good for the This is a very good month for you are facing bad luck and problems Virgo people. The only problem with Capricorn",184,972,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0078_0_20260213,Bollywood-Town-February-2026 (4).pdf,". The only problem with Capricorn. You are very angry these in your relationship. So, you have to them may be cash. So, what they days. You should control the anger. be careful this month. What you have have to do is starting from Thursday, Yes, you have to take care of your to do is feed spinach to a cow on throw a copper coin in the river Guru. In short, go to the temple and Friday and take a pot and put 9 every month. So, you will get the give 600 grams of chickpeas as a mushrooms in it and give it in the success on every front. You will remedy or 6 meters of yellow cloth to temple. These are your remedies. You spend a good time with family. Some the priest. This will be your remedy. don't need to worry. Your work will new opportunities are on the way. Happy moment foreseen in the be done with these remedies. The Overall, this will be an above- family. Overall, this is a good month whole month will be successful. average month for you. for you",189,960,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0079_0_20260213,Bollywood-Town-February-2026 (4).pdf,". Overall, this is a good month whole month will be successful. average month for you. for you. MITHUN (GEMINI) Ka, Cha, Gha TULA (LIBRA) Ra, Ta KUMBH (AQUARIUS) Ga, Sha, Sa Gemini people will have a goodwill This month is very good for the Libra You may face a big problem this problem. So, what you have to do is zodiac sign. You will not have any month. You have to be careful. go to the temple of Lord Shiva and issue. Since everything seems ﬁne, Control your anger. You should not oﬀer the milk on the moon. Also do you will not have to give any remedy. give advice. You will be harmed if the same at a sacred ﬁg. So, once you Your goodwill will also be good. You you give advice. So do not give do this, your whole month will pass may go on a short trip that may be advice this month. Everything else successfully. You will spend quality very useful for you. You may get will be ﬁne. You should eat honey in time with your family and children. surprises from your loved ones",191,980,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0080_0_20260213,Bollywood-Town-February-2026 (4).pdf,". You should eat honey in time with your family and children. surprises from your loved ones. You the morning and give sweets to Overall, this will be an above- will spend a good time with your people every Tuesday. The more average month for you on every family. Overall, this will be an sweets you give, the more you will front. above-average month. grow. KARKA (CANCER) Da, Ha VRISCHIK (SCORPIO) Na, Ya MEENA (PISCES) Da, Cha, Zha, Tha This month will be a great month for For Scorpio people, only goodwill This year, you are doing wonders. the Cancer zodiac. Although there will be a problem. So, you have to Mostly you have no problem at all. may be a little dispute in the oﬀer milk at Sacred Fig. And if you Yes, there may be some problems partnership, small or big. So, be don't have milk, you can oﬀer water with your spouse. Small ﬁghts are careful in discussions. You will have a too at Sacred Fig. This way, your possible, so beware of it and try to good time with family",184,983,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0081_0_20260213,Bollywood-Town-February-2026 (4).pdf,". This way, your possible, so beware of it and try to good time with family. Few small goodwill will be excellent. You will avoid disputes. But it also has a problems are foreseen. The solution is spend quality time with your family simple remedy. You start bathing that you should eat honey in the and friends. Rest, you have no issue. with milk. This remedy will be the morning on Tuesday. Honey is in the Overall, this month will be very good best for you and you will feel remedy. So, this will also be a success for you on both personal and changes. Rest; there is no problem in for you. professional fronts. your life either. 38 • BOLLYWOOD TOWN • February 2026 www.bollywoodtown.in season-2 FEBRUARY, 2026MUMBAI NOMINATIONS STARTED!",131,739,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0082_0_20260213,sportstar (3).pdf,INDIAN MAGAZINES @indianmagazines,3,33,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0083_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,"WEDNESDAY www.thehindu.com Vol. 16 No. 29 February 4, 2026 Regd. DL(ND)-11/6110/2006-07-08 DELHI RNI No. UPENG/2012/49940 CITY EDITION To subscribe, 20 Pages ₹ 12.00 give a missed call at 9828331787 or scan QR code Printed at » Chennai » Coimbatore » Bengaluru » Hyderabad » Madurai » Noida » Visakhapatnam » Thiruvananthapuram » Kochi » Vijayawada » Mangaluru » Tiruchirapalli » Kolkata » Hubballi » Mohali » Malappuram » Mumbai » Lucknow » Cuttack » Patna MAJOR TURN DATA POINT Has the 16th FC Iran President sidelined States? backs ‘fair and equitable’ It has gone with Centre’s DATA PROTECTION talks with U.S. DEATH SENTENCE priorities despite CLINICAL DISPLAY SC slams WhatsApp ‘SC has not conﬁrmed consensus among States Capitals crush Giants, over privacy policy penalty in three years’ storm into the ﬁnal » PAGE 7 NEWS » PAGE 12 WORLD » PAGE 16 NEWS » PAGE 14 OPINION SPORT » PAGE 17 IN BRIEF U.S",154,905,True,GS2,"Federalism, Finance Commission","**What happened:** The 16th Finance Commission has reportedly prioritized the Centre's agenda over the consensus among States, raising concerns about the balance of fiscal federalism in India. This development has sparked a debate on whether the Commission is undermining the financial autonomy of States. **Static concept:** This relates to GS2 topics: Federalism, Finance Commission, Centre-State relations. **Why it matters for UPSC:** This issue is significant for understanding the dynamics of fiscal federalism and the role of the Finance Commission in balancing the financial powers between the Centre and States. It raises questions about the autonomy of States and the implications for cooperative federalism. **Possible question angle:** 'Critically analyze the role of the Finance Commission in maintaining fiscal federalism in India, in light of recent developments with the 16th Finance Commission.'"
UPSC_0083_1_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,"WEDNESDAY www.thehindu.com Vol. 16 No. 29 February 4, 2026 Regd. DL(ND)-11/6110/2006-07-08 DELHI RNI No. UPENG/2012/49940 CITY EDITION To subscribe, 20 Pages ₹ 12.00 give a missed call at 9828331787 or scan QR code Printed at » Chennai » Coimbatore » Bengaluru » Hyderabad » Madurai » Noida » Visakhapatnam » Thiruvananthapuram » Kochi » Vijayawada » Mangaluru » Tiruchirapalli » Kolkata » Hubballi » Mohali » Malappuram » Mumbai » Lucknow » Cuttack » Patna MAJOR TURN DATA POINT Has the 16th FC Iran President sidelined States? backs ‘fair and equitable’ It has gone with Centre’s DATA PROTECTION talks with U.S. DEATH SENTENCE priorities despite CLINICAL DISPLAY SC slams WhatsApp ‘SC has not conﬁrmed consensus among States Capitals crush Giants, over privacy policy penalty in three years’ storm into the ﬁnal » PAGE 7 NEWS » PAGE 12 WORLD » PAGE 16 NEWS » PAGE 14 OPINION SPORT » PAGE 17 IN BRIEF U.S",154,905,True,GS3,"Data Protection, Privacy","**What happened:** The Supreme Court criticized WhatsApp over its privacy policy, highlighting concerns about data protection and user privacy. This comes amidst ongoing debates about the adequacy of current data protection frameworks in India. **Static concept:** This relates to GS3 topics: Data Protection, Privacy, Cybersecurity. **Why it matters for UPSC:** This case is pertinent for discussions on the balance between technological innovation and privacy rights. It can be used to explore the effectiveness of India's data protection laws and the role of the judiciary in safeguarding privacy. **Possible question angle:** 'Discuss the challenges and implications of data protection in India, with reference to recent judicial interventions on privacy policies of tech companies.'"
UPSC_0083_2_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,"WEDNESDAY www.thehindu.com Vol. 16 No. 29 February 4, 2026 Regd. DL(ND)-11/6110/2006-07-08 DELHI RNI No. UPENG/2012/49940 CITY EDITION To subscribe, 20 Pages ₹ 12.00 give a missed call at 9828331787 or scan QR code Printed at » Chennai » Coimbatore » Bengaluru » Hyderabad » Madurai » Noida » Visakhapatnam » Thiruvananthapuram » Kochi » Vijayawada » Mangaluru » Tiruchirapalli » Kolkata » Hubballi » Mohali » Malappuram » Mumbai » Lucknow » Cuttack » Patna MAJOR TURN DATA POINT Has the 16th FC Iran President sidelined States? backs ‘fair and equitable’ It has gone with Centre’s DATA PROTECTION talks with U.S. DEATH SENTENCE priorities despite CLINICAL DISPLAY SC slams WhatsApp ‘SC has not conﬁrmed consensus among States Capitals crush Giants, over privacy policy penalty in three years’ storm into the ﬁnal » PAGE 7 NEWS » PAGE 12 WORLD » PAGE 16 NEWS » PAGE 14 OPINION SPORT » PAGE 17 IN BRIEF U.S",154,905,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0084_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". deal will not include Khemchand Singh elected Manipur BJP Legislature sensitive sectors: Goyal Party leader, set to be CM ‘Will support any Commerce Minister says the deal will beneﬁt labour-intensive export sectors, blames Opposition motion by Oppn. for not allowing a statement in Parliament; he says full details will be released after deal is inked Vijaita Singh to impeach CEC’ NEW DELHI T.C.A. NEW DELHI Sharad Raghavan Industry Yumnam Khemchand NEW DELHIe2145468 West Bengal CM Mamata Singh, 62, was elected Le- e2145468 bodies laud Banerjee on Tuesday indicated he trade deal with gislature Party Leader of BJP in Manipur on the United States, that the TMC will be amenable tariﬀ deal the T Tuesday, paving the way announced by U.S. to an impeachment motion against Chief Election Commi- President Donald Trump for the restoration of an ssioner (CEC) Gyanesh Kumar if and Prime Minister Naren- T.C.A",147,909,True,GS2,Election Commission of India,"**What happened:** West Bengal CM Mamata Banerjee indicated that the TMC would support an impeachment motion against Chief Election Commissioner (CEC) Gyanesh Kumar. This statement comes amidst political tensions and debates over the impartiality of the Election Commission. **Static concept:** This relates to GS2 topics: Election Commission of India, its independence, and the process of impeachment of constitutional authorities. **Why it matters for UPSC:** This development highlights issues of electoral integrity and the checks and balances on constitutional bodies. It raises questions about the independence of the Election Commission and the political processes involved in the impeachment of its members. **Possible question angle:** 'Discuss the challenges to the independence of the Election Commission of India in the context of recent political developments.'"
UPSC_0084_1_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". deal will not include Khemchand Singh elected Manipur BJP Legislature sensitive sectors: Goyal Party leader, set to be CM ‘Will support any Commerce Minister says the deal will beneﬁt labour-intensive export sectors, blames Opposition motion by Oppn. for not allowing a statement in Parliament; he says full details will be released after deal is inked Vijaita Singh to impeach CEC’ NEW DELHI T.C.A. NEW DELHI Sharad Raghavan Industry Yumnam Khemchand NEW DELHIe2145468 West Bengal CM Mamata Singh, 62, was elected Le- e2145468 bodies laud Banerjee on Tuesday indicated he trade deal with gislature Party Leader of BJP in Manipur on the United States, that the TMC will be amenable tariﬀ deal the T Tuesday, paving the way announced by U.S. to an impeachment motion against Chief Election Commi- President Donald Trump for the restoration of an ssioner (CEC) Gyanesh Kumar if and Prime Minister Naren- T.C.A",147,909,True,GS3,International Trade,"**What happened:** Commerce Minister Piyush Goyal announced that a new trade deal with the United States will benefit labour-intensive export sectors. He criticized the Opposition for not allowing a statement in Parliament and mentioned that full details will be released after the deal is finalized. **Static concept:** This relates to GS3 topics: International Trade, India's trade policies, and economic diplomacy. **Why it matters for UPSC:** This trade deal is significant for understanding India's trade strategy and its impact on domestic industries, especially labour-intensive sectors. It can be used to discuss the role of international agreements in boosting economic growth and employment. **Possible question angle:** 'Evaluate the potential impacts of India's recent trade agreements on its labour-intensive sectors and overall economic growth.'"
UPSC_0085_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Sharad Raghavan elected government in the a united Opposition moves dra Modi on social media NEW DELHI strife-hit State. With the such a motion. » Page 13 late on Monday night, will election, Mr. Singh is set to exclude sensitive agricultu- Industry bodies and become the Chief Minister BJP leader Tarun Chugh oﬀering sweets to Y. Khemchand Singh ral items and dairy, Com- leaders in both India and of the State. after the Manipur Legislature Party meeting on Tuesday. ANI J&K MLAs ﬂag merce Minister Piyush to the U.S. Nor did he ad- reaching the Speaker’s dais the U.S., have welcomed According to sources, violence against Goyal said on Tuesday, ad- dress Mr. Trump’s claims and insulting him, we have the announcement of a Nemcha Kipgen, a Kuki-Zo tude to the Hon’ble BJP Na- Sangh (RSS), sources said",139,807,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0086_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". ding that the details would that India would stop buy- had to speak before you deal between India and MLA from Kangpokpi, is tional President @NitinNa- Tarun Chugh, the BJP’s Kashmiris be made public “soon”. ing Russian oil, increase oil outside the House.” the U.S. under which likely to be appointed De- bin ji, Hon’ble Prime central observer for the Under the deal, the U.S. purchases from Venezuela, He said that the deal was tariﬀs on India are set to puty Chief Minister. She Minister @narendramodi election of Legislature Par- SRINAGAR has agreed to lower its 25% and increase overall pur- in the “ﬁnal stages of de- be slashed to 18%. will be the ﬁrst woman and ji, Hon’ble Union Home Mi- ty leader, told The Hindu Growing cases of violence “reciprocal” tariﬀs on In- chases from the U.S. tailing” between the nego- ﬁrst Kuki-Zo to hold the nister @AmitShah ji, & all that his name was pro- against Kashmiris residing dia to 18% and entirely re- tiating teams of the two FULL REPORT ON post",177,1000,True,GS2,India and its neighborhood- relations,"**What happened:** The U.S. and India are finalizing a deal where the U.S. will lower its 25% tariffs on Indian goods to 18%, and India will increase its oil purchases from Venezuela and the U.S. This agreement is in the final stages of negotiation. **Static concept:** This relates to GS2 topics: international relations, trade agreements, and India's foreign policy. **Why it matters for UPSC:** This development is significant for questions on India's trade policy, energy security, and international diplomacy. It highlights India's strategic economic engagements and diversification of energy sources. **Possible question angle:** 'Discuss the implications of India's recent trade negotiations with the U.S. on its energy security and international trade relations.'"
UPSC_0086_1_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". ding that the details would that India would stop buy- had to speak before you deal between India and MLA from Kangpokpi, is tional President @NitinNa- Tarun Chugh, the BJP’s Kashmiris be made public “soon”. ing Russian oil, increase oil outside the House.” the U.S. under which likely to be appointed De- bin ji, Hon’ble Prime central observer for the Under the deal, the U.S. purchases from Venezuela, He said that the deal was tariﬀs on India are set to puty Chief Minister. She Minister @narendramodi election of Legislature Par- SRINAGAR has agreed to lower its 25% and increase overall pur- in the “ﬁnal stages of de- be slashed to 18%. will be the ﬁrst woman and ji, Hon’ble Union Home Mi- ty leader, told The Hindu Growing cases of violence “reciprocal” tariﬀs on In- chases from the U.S. tailing” between the nego- ﬁrst Kuki-Zo to hold the nister @AmitShah ji, & all that his name was pro- against Kashmiris residing dia to 18% and entirely re- tiating teams of the two FULL REPORT ON post",177,1000,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0087_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Another Deputy CM the respected MLAs of posed by former Chief Mi- outside Jammu and Kashmir move the additional “pe- Opposition blamed countries. “As soon as the » PAGE 15 is likely to be from the Na- @BJP4Manipur for their nister N. Biren Singh, and reverberated in the Assembly nalty” tariﬀs of 25% it had He attacked the Leader of ﬁnal understanding of the ga People’s Front, the BJP’s trust in me by electing me on Wednesday, they would on Tuesday, with both the imposed on India for its the Opposition in the Lok deal is inked, the joint alliance partner. The meet- as the Leader of the BJP meet Governor Ajay Ku- ruling NC and the Opposition import of Russian oil. is ﬁnalised, and Sabha, Rahul Gandhi, the statement PDP seeking the Centre’s “The trade deal ﬁnal- technical processes are Equity, rupee ingfromwasMeitei,attendedKuki-Zo,by MLAsand Legislature.”Manipur was placed un- marto formBhallathe government.to stake claim Congress, and its allies, intervention",160,974,False,Not Applicable,Not Applicable,Not Applicable
